,artist,designer,mechanic,category,game_type,family,publisher
48521,,,2035,1041,,,3320
48522,,52080,2002,"1041,1094,1104,1098,1097",,,18591
48523,,37502,2676,"1010,1120",,"61979,4024","4,1001"
48524,3030,12991,"2014,2072,2035","1017,1030,1031",,5730,9616
48525,3030,"12991,12990",,"1023,1027",,,9616
48526,42166,42166,"2080,2040,2004,2819,2082","1035,1120,1070",,"19564,61977,56419,60939","4,1001"
48527,42166,42166,"2018,2072,2026,2661,2819","1002,1010,1120,1019",,"19564,16846,5666,73392,61977","4,1001"
48528,"52008,52632",52520,"2004,2020","1032,1002,1041,1030,1037",,5841,"4,9234"
48529,49323,"9335,9334","2080,2040,2015","1009,1089",5499,7488,10094
48530,,2262,2072,"1002,1017,1025",,"9302,13084,62039",1922
48531,,,"2072,2004","1002,1017",,13084,1922
48532,,,"2073,2055","1032,1030",,,"36047,9050,26741"
48533,,,"2072,2041,2035,2002",1022,,"7543,6979,7834,7509,7972",1751
48534,42428,42428,"2001,2080,2072,2015","1009,1010,1046,1035",,61979,4
48535,,,,1027,,,926
48536,,9335,,,,,772
48537,"52021,52020","52021,52020","2023,2040","1002,1120,1016",,,1001
48538,,,,1027,,10376,3490
48539,,50673,2048,1009,,136,1001
48540,,,2876,"1008,1031",,5831,"2919,7885"
48541,,50748,"2014,2072,2040",1001,,,17883
48542,,52022,"2046,2003","1035,1019",,"10634,58059",3133
48543,,,"2012,2079",1021,,64143,4
48544,,,,"1032,1041",,17763,20
48545,40888,129,"2047,2661","1089,1041,1045",,"7265,7576,7544,6994,7760","155,6214,24972,87"
48546,12123,10067,2072,1041,,39749,87
48547,40000,52026,2020,"1089,1020",5499,,"267,87"
48548,11847,2111,"2072,2060","1089,1002,1017,1013,1037",,65774,"267,87"
48549,6076,3540,2060,1030,,,87
48550,"12587,29418",52027,"2012,2072,2040,2082","1050,1029,1017,1021",5497,5606,"267,87"
48551,,52028,2035,"1030,1027",,,18576
48552,,,,"1032,1041",,5700,20
48553,,,"2046,2072,2026,2661","1029,1017,1046,1016,1086,1019",,61979,772
48554,21941,21941,"2072,2011,2685,2002",1024,,8374,772
48555,52033,52033,"2001,2023,2040,2011,2041,2078","1002,1046,1118,1069,1120,1019",,"5666,8164",1001
48556,2850,2850,"2057,2026","1048,1019",4664,"24201,43658",5361
48557,2850,2850,"2057,2072,2026","1051,1019",,"68545,12981,24201","772,5361"
48558,,,"2012,2685,2035,2004,2008","1021,1026,1101",,"62857,100,22722",4
48559,,,2070,1038,,"61979,5574",1001
48560,,,2035,"1031,1097,1065",,,10546
48561,,52041,,"1032,1089,1041",,"7975,5607,61979","51,4554"
48562,9056,"15057,8246,9056","2001,2072,2015","1117,1047,2725,1090,1070,1019",,5555,"7993,14804"
48563,,,2072,"1002,1064,1027",,65637,468
48564,,,,"1017,1031",,5732,127
48565,"34439,36814,38029,34962,34438,34964,38746,38027,28965,38035,38743,38747,28956",38615,2664,"1002,1010,2145",,"13316,5601","3475,16687,5885"
48566,10858,8869,"2057,2072,2026","1035,1120,1019",4664,"12981,4087",6597
48567,,7554,"2080,2072,2040,2011,2079,2015","1029,1010,1046,1101,1019","5496,5497",12210,"11669,264"
48568,,751,2072,"1010,1019",,61979,26
48569,,33,"2072,2676,2940,2015","1010,1046",,,4200
48570,,,2073,"1079,1118,1030",,6042,1200
48571,,40754,,1009,,,"6186,14495"
48572,,4137,"2026,2070","1008,1019,1049",,,2358
48573,,,,"1019,1049",,"10643,10317,76980,61979",16973
48574,,4137,"2026,2070","1008,1019,1065",,,2358
48575,"52076,52077,52078",52075,"2040,2048,2082","1002,1016","5496,5497",49694,18575
48576,,49003,"2041,2002,2015",1086,,,772
48577,3,3,2040,"1064,1031",,73439,1054
48578,,3,2019,1002,,98,171
48579,,,2035,"1041,1017,1031",,,18599
48580,,9430,2047,"1041,1016",,5679,4567
48581,,3,2035,"1030,1027",,,"3320,8490,3490"
48582,,52082,,1009,,"78494,61979",6212
48583,,"52083,9356",,1009,,"4220,39749,61979",6212
48584,1412,"7976,1412,52084,52085",2082,"1054,1030,1027",,7475,793
48585,52049,52049,"2080,2057,2043,2002","1009,1120",,,"4,1001"
48586,53422,53422,"2012,2072,2041,2661,2005,2008","1002,1021,1079,1026,1120,1086",,,4
48587,"50571,11478",50634,"2047,2060","1089,1094,1045",,,3491
48588,5831,52090,"2023,2072,2060,2004,2020","1002,1041,1017",,"19299,4624",384
48589,4959,6,"2080,2012,2072","2726,1015,1046,1001,1086,1019","4664,5497","64960,9793,21622","15108,11652"
48590,3290,1358,"2057,2026","1051,1019",4664,"5614,10310,57305,4272",540
48591,3,52030,2035,1038,,7560,18577
48592,"52095,52094",52093,"2072,2041","1002,1118",,61207,18600
48593,52887,52096,"2046,2018","1035,1019",,"64960,10634,58654,61979",3133
48594,,,2020,"1032,1089",,"7379,5902",8912
48595,,1649,"2072,2070",1038,,"46219,5586",488
48596,52102,3,,1045,,,8399
48597,,,,"1032,1038",,5652,18604
48598,,,,"1038,1027",,5652,2207
48599,,,2004,1002,,2250,1781
48600,,,"2900,2911,2035",1021,,"9961,100",8130
48601,57885,57885,2035,1027,,"27463,10309",18791
48602,,,"2014,2072","1017,1118",,,1781
48603,3,3,2026,"1016,1019",,"61979,48855,48856",17482
48604,,5651,"2018,2072,2070","1048,1117,1047,2710,1019",,"58068,58070,58152",45727
48605,,5651,"2072,2079","2726,1048,1075,1117,1047,1051,2710,1019",,"58070,57982",45727
48606,,41063,2040,"1023,1002,1116",5499,"62615,8374,61979,17935",19277
48607,"52111,38027,52112,38743",52110,2040,"1002,1010",,,"3475,5885"
48608,,,"2038,2017",1041,,,"99,34"
48609,,,"2041,2005",1088,,,18747
48610,,50286,,"1050,1120,1019",,"64960,9470,11518,10634,10633,58609",1001
48611,,8873,"2047,2041","1039,1120,1081",,61979,1001
48612,,39637,"2072,2004",1017,,,4
48613,,,"2047,2011","1032,1041,1045",,"62241,62233,5841",1856
48614,,51040,"2080,2002,2082","1009,1104",,61979,1001
48615,,,2035,"1031,1065",,4214,10546
48616,,,,"1032,1041,1008",,,6907
48617,52076,"52076,52126","2001,2046,2072,2040,2011","1022,1020,1031",5496,"16972,65494",18575
48618,"52102,52127",10407,2047,"1041,1094",,,8399
48619,,53780,2035,"1017,1031,1097",,27687,"18633,38"
48620,52965,6040,"2035,2004","1041,1010",,"22783,28880","6285,3138"
48621,,,"2072,2035","1017,1031,1097",,"10643,75802",2008
48622,"56180,67394","91147,52395","2023,2072,2676,2011,2041,2028,2002,2015","1020,1046,1024,2481","5496,5497","25158,8374,5666",18615
48623,40651,3990,,"1089,1041,1045",,"7334,7349,7759,7523,7379",8399
48624,,10681,"2012,2040,2004,2020","1002,1021",5499,8374,9552
48625,3,3,"2012,2072,2004,2070,2082","1021,1038,1086",,"10310,5551",18618
48626,,,2002,"1041,1098",,,5450
48627,"52157,52290","52158,52157,52156","2080,2072,2011,2079,2015","1086,1019,2481",,8374,17161
48628,"4959,53324,21152,11883",117,"2838,2875,2843,2987,2914,2828,2079","1029,1021,1013",5497,"10656,9958,27646,58,21622,18319","9,34,4304,9068,8820,5530,858,18852,5812,3218,28505,3,46567,2861"
48629,,"104872,51968",2040,"1050,1002,1044,1093",,"6040,22883",18548
48630,,,,"1032,1038",,5706,2568
48631,,,,1038,,5706,6020
48632,40651,3990,2072,"1041,1094,1104",,,8399
48633,12123,34743,"2040,2900,2823,2004","1052,1002",5499,"6480,7542,13248,13265",46
48634,10254,10254,2026,"1051,1019",4664,"11515,57982,54201,61979,58074",11378
48635,"60472,11872,10052",11067,"2046,2072,2081","1021,1035",,"64960,71011","5530,264,3888,2861"
48636,,,"2078,2876,2035","1002,1041,1097",,"18214,6206",127
48637,52167,52167,"2080,2040,2008","1088,1120,1016,1113",,,1001
48638,,,"2080,2043,2026",1009,,61979,782
48639,,,2080,1038,,5706,18632
48640,"12369,16397",12854,"2072,2850,2949,2947,2963,2822,2985","1010,1046,1047,1008,1090,1019","4664,5496",4328,26
48641,50655,50655,"2040,2003,2020","2650,1002,1046,1031",,61979,2456
48642,52200,52199,2047,"1032,1002",,5742,"18684,5885"
48643,52340,52340,,"1009,1010",,13976,"4,5885"
48644,52340,52340,,"1009,1010",,13976,"4,5885"
48645,,"52273,2192",2664,"1002,1010,1046",,,"1439,5885"
48646,52340,52340,,"1009,1010",,13976,"4,5885"
48647,52340,52340,,"1009,1010",,13976,"4,5885"
48648,,"11304,52182","2012,2004",2650,,,8351
48649,750,"750,749",,1035,,22783,572
48650,750,"749,750",,1035,,,572
48651,64481,"52189,52188",,1021,,,8351
48652,15084,15084,"2072,2017","1017,1030,1120,1016,1113",,,1001
48653,"1532,36093,12402",1532,"2984,2072,2040,2041,2686,2874","1002,1010",5497,"65328,19299,70360,51606,65163,27646,27630","9051,157,47848,42032,15889,34522,8820,1391,7466,33010,39249,9234"
48654,,52197,"2072,2078,2008,2082","1009,1015,1021,1035,1120,1019",,61979,4
48655,,,"2072,2035","1017,1031",,,18629
48656,52181,"9714,1727","2046,2004","1032,1081",5499,"7691,75031",6015
48657,40031,"4113,10381,10138,8727","2664,2040,2041","1002,1010",5497,"9974,5666","3475,157,22652,12106"
48658,3,3,2035,1031,,6206,6492
48659,,48303,,,,68769,"2407,1917"
48660,,59064,,"1009,1028",4666,68769,2407
48661,,3573,2011,1009,4666,"68769,61979",2407
48662,,,,"1009,2650,1049",,,5994
48663,3,3,2035,1031,,6206,"4822,4811"
48664,,,2072,"1017,1031",,,"2659,3104"
48665,66099,8873,"2040,2047,2661","1089,1002,1079,1045,1120,1031",,"6507,7366","1001,24285"
48666,3,3,"2012,2685,2035,2004,2008","1021,1026",,"66177,62255,5890","634,28"
48667,52102,3990,,"1041,1094,1028,1025",,,8399
48668,,,2035,1017,,,1479
48669,,980,2082,1021,,,2456
48670,,,"2014,2070,2005,2008","1021,1094",,7348,26634
48671,"12538,63748,4677",42256,"2080,2011",1009,4666,"26432,5902,68769,70360,80224,6485,61979","1280,4666"
48672,"12538,4677",4677,"2011,2048,2002",1009,4666,5841,"46439,1280,28854,4666"
48673,,,2014,"1032,1038",,5890,"6263,32990"
48674,51640,,"2876,2035,2939","1116,1064,1016",,17099,507
48675,,,,"1032,1064",,"7269,5597,63076,5660",507
48676,51640,,,"1032,1116,1064,1016",,17099,507
48677,,,2035,"1017,1011",,,6020
48678,,,2070,"1032,1038",,"61979,5706",3320
48679,,,2070,1038,,5706,18643
48680,4959,52191,"2001,2026,2007","1047,1016",,,18640
48681,,7,,1002,,21916,34
48682,46618,812,2041,1094,,,17180
48683,,8873,"3002,2027","1002,1040,1120,1028",,"18193,14661",1001
48684,46618,812,"2026,2041","2650,1019,1065",4664,,17180
48685,,,,1032,,18765,5314
48686,,"52196,4183","2072,2060",1028,,,2011
48687,,"4185,4183",2035,1022,,7332,1731
48688,,"4185,4183",2035,1039,,71,1731
48689,,"4185,4183",2035,1021,,100,1731
48690,53029,53372,,"1021,1094,1084",,28013,18773
48691,151519,151518,"2047,2962,2991","1002,1118,1030",,"22184,8374",4
48692,,111281,"2012,2664,2040,2038","1002,1079,1054,1030",,8374,"4,2456"
48693,,53440,,1028,,"8374,5666,8068",18642
48694,"71,11872","6515,52237","2040,2876","1031,1038",5496,"8374,70948,6206",52
48695,51657,,"2072,2035","1017,1064,1031",,"10129,43562","11941,304"
48696,,,,"1064,1030,1038,1027",,,18093
48697,,,,"1030,1028,1025",,,18093
48698,3,,,"1030,1028",,,18093
48699,,,2078,1009,,"4053,61979",171
48700,,52044,"2072,2028,2079,2015","1055,1017,1047,1036,1016",,7559,1001
48701,58181,,2072,"1041,1017,1094",,,18621
48702,"52206,52118,77597",52118,"2072,2040","1002,1046,1064,1120,1016",,"61979,5619",4
48703,42653,42653,"2023,2072,2035,2015","1024,1079,2481",,,8819
48704,51903,51903,2009,"1002,1016,1113",,73039,51403
48705,9393,9393,2048,1009,4666,"4220,5607,62600,5902,61979,13434",10094
48706,9393,11301,,1009,4666,"5607,62600,5902,61979,13434",10094
48707,9393,"3541,11301",,1009,4666,"5607,62600,5902,7345,61979,13434",10094
48708,,,,"1030,1027",,,2054
48709,,,,"1030,1028",,,6383
48710,,,2073,"1079,1030,1027",,,2054
48711,,,,1030,,,10331
48712,,,,"1041,1045,1030",,,10331
48713,,,,"1030,1028",,,10331
48714,9393,42988,2002,1009,,"26432,78567,61979",10094
48715,,,,"1041,1030",,,10331
48716,,,,"1079,1030,1025",,,10331
48717,9393,42988,2002,1009,,"26432,61979",10094
48718,,,,"1032,1089",,7334,288
48719,,,2004,"2650,1002,1049",,,18682
48720,,,2002,1009,,,18657
48721,28115,52208,2041,"1054,1031,1097",,,18658
48722,3,3,"2072,2004",1041,,"7265,61979,74082",34
48723,12207,3471,"2072,2016,2015","1117,1046,1047,1120,1016,1019",,"42047,5304,63004",2360
48724,,,"2023,2027,2017",1002,,,18659
48725,9393,9393,,1009,4666,"5607,62600,5902,64143,13434",10094
48726,34903,41398,2020,"1089,1023,1002",,"6507,7381,6096","14876,9234"
48727,52297,10991,"2040,2011","1031,1038",,5732,4
48728,,"7577,11311","2009,2015","1079,1001",,68764,"772,4569"
48729,,9946,"2040,2041",1038,,"61979,5551",18500
48730,,7017,"2080,2078,2016","1023,1002,1026,1120,1019",,14759,"1001,5846"
48731,,122,"2072,2004","1017,1113",,20,76
48732,,164,"2004,2940","1009,1028",4666,"26432,39749,20",76
48733,,,2040,"1002,1115,1027",,,"3320,21874"
48734,41912,41912,2047,"1045,1093",,23890,254
48735,"10581,10582",10581,"2072,2035","1017,1113",,4214,"8342,2456"
48736,,,2055,1025,,,247
48737,,52226,2002,1025,,,6741
48738,9393,9393,,1009,4666,"5607,62600,5902,61979,13434",10094
48739,,,"2072,2007","1041,1094,1011",,,22
48740,,,2047,"1041,1064",,"28533,7479,13170",18663
48741,,278,2072,"1031,1038",,5890,1259
48742,40651,10407,2072,"1041,1037,1025",,,8399
48743,,"52232,52231",2047,"1039,1064",,,311
48744,,4643,"2001,2072","1047,1016,1019",,,10412
48745,,,2035,"1041,1025",,11505,15664
48746,,,"2046,2072","1019,1065",,,17605
48747,9798,52228,"2664,2040","1002,1010,1082",,61979,4
48748,,,2035,"1031,1113",,11505,10229
48749,,,,"1032,1089",,6507,28
48750,"57972,21070,89069,12028,60452,7606,36036",52291,"2001,2012,2072,2041,2016","1047,1016,1019",,,"34516,18666"
48751,,,"2072,2035","1041,1093",,"7381,63202,14604","1299,335,2168"
48752,"52759,52760",52758,"2041,2016,2020,2002,2015","1022,1002,1010,1046,1035",,,18792
48753,52602,52602,"2080,2015","1064,1016",,,13358
48754,,,"2055,2060","1045,1028",,,288
48755,,55857,,1009,,,1179
48756,,,,1032,,10664,6020
48757,9393,"3541,9393",,1009,4666,"5607,62600,5902,7345,61979,13434",10094
48758,,,"2072,2035","1041,1017,1031,1038",,"10643,5890",4274
48759,30663,30663,2007,"1016,1113",,,2456
48760,11902,52244,2676,"1009,1050",4666,"52373,24921,78567,10640,61979,24255",47
48761,,7092,"2072,2020",1038,,"61979,5586","1759,2673"
48762,"52261,62513",52261,"2040,2070,2019","1002,1038",,5840,18670
48763,34863,60,"2001,2689,2080,2046,2990,2020,2079","1021,2725,1070,1086",5497,"66772,10643,8374,58007",47
48764,"24494,25581",4773,2004,"1002,1120",,"8374,19023","4,25624"
48765,,,,"1032,1038",,5706,3320
48766,,,2072,1041,,,304
48767,,,"2012,2081,2005,2002","1021,1034,1011",,"10634,19",35474
48768,,3,"2012,2081,2005,2002","1021,1034",,19,35474
48769,"52275,11804",491,2047,"1089,1041,1045",,7523,34
48770,,,"2072,2035,2004","1089,1041,1064",,"6979,13479",38
48771,,,,1030,,,18093
48772,,,,"1039,1030,1090",,,2054
48773,,,,"1030,1025",,,2054
48774,,,,"1030,1027,1025",,,10331
48775,,,2027,"1030,1025",,,"14915,10331,6383"
48776,,,,"1030,1025",,,10331
48777,,3,"2072,2035","2650,1041,1017,1031",,10643,127
48778,,,,"1089,1041,1094",,"6979,13479",38
48779,,,2072,"1079,1064,1030",,"22783,18235,14835",9409
48780,,52377,2080,1009,,61979,18681
48781,,,2072,1038,,"61979,5574,5551,5628",2308
48782,35038,4107,"2001,2046,2072,2040,2011,2661","1002,1017,1016","4664,5496","8374,19439",18579
48783,,,"2048,2002","1009,1002",,,22
48784,,52311,2955,1009,,"26432,9",1001
48785,,2280,2004,"1089,1041",,,900
48786,,"233,581","2072,2039,2055,2019","1002,1030",,,304
48787,581,581,"2072,2019","1002,1030,1025",,,304
48788,,"10165,10164",2035,"1002,1041,1039,1064",,"7269,5597",38
48789,52343,52342,"2018,2040,2004","1089,1002,1079",,8374,"1714,20912"
48790,,3824,,"1047,1016",,"5615,71128",9844
48791,24255,5108,"2072,2060","1002,1041,1094,1028",,"6363,7479","127,37,15309"
48792,,2,,"1032,1089,1002,1041",,"6979,13479",38
48793,3,52357,"2072,2035",1031,,6206,18693
48794,,,2072,,,61979,18695
48795,52274,52365,"2040,2011,2020,2002","1002,1020,1086",,,18696
48796,"59283,68048,12396",12396,"2001,2013,2079,2082","1021,1088",5497,"25292,70361,70948,72021,37838,21991","11652,7251,30677,24844,31413"
48797,,3,2009,1002,,98,171
48798,"11856,20470",351,"2072,2026","1051,1019",4664,"50153,57982,61118,78478",3929
48799,"12474,20670,17374,68455","546,4389","2689,2685,2070,2020","1075,1047,1051,1008,1019",4664,"25158,75409,8374,24253,57982","17917,2366"
48800,,57005,2035,"1039,1010,1064",,"5608,71","51,8291,9466"
48801,,2477,,1002,,"98,61979","4,1001"
48802,29552,12362,,"1002,1094,1093,1027",,,9419
48803,,2,,"1089,1041,1094",4665,"22783,6979,13479",38
48804,,1210,2047,"1041,1045",,10509,8
48805,,,"2072,2035","1041,1017,1088,1031",,62255,3392
48806,,,2040,"1089,1002",,8374,18704
48807,,,"2073,2039,2028,2035,2027",1094,,,765
48808,,,"2047,2004","1002,1064",,"28578,24195",8253
48809,,,2035,"2650,1019,1049",,61979,3320
48810,50679,3,2035,"1041,1116,1064",,2679,20
48811,,,2004,1002,,"17446,14759",5722
48812,,,2035,1038,,6043,7480
48813,,47905,"2072,2011,2078","1041,1120,1019",,"19023,61979",1001
48814,11803,52426,"2072,2004","1089,1041,1017",5499,"7488,65328","5112,3475"
48815,66725,59578,"2012,2072,2040,2015","1002,1016",,8374,28893
48816,,,,"1032,1038",,5652,507
48817,52427,52427,2002,"1009,1094,1098",,,18718
48818,,,,"1032,1038",,5706,3320
48819,,,,"1032,1041",,39954,"507,6020,19256,24492,11037"
48820,,,,"1032,1038",,5551,6020
48821,,,2014,"1032,1072",,,17813
48822,,,2035,,,11505,"3320,18726"
48823,2395,,,"1032,1116",,"28599,19350",1024
48824,52430,52429,2014,1039,,,18723
48825,,,,"1032,1038",,"61979,5551",272
48826,,"1575,4884","2023,2027","1022,1094,1072,1040,1028",,12737,34
48827,,,2072,"1032,1089,1041",,7543,4490
48828,52474,52474,,"1032,1089,1041",,7349,288
48829,,"14989,4207",2072,"1023,1017",,22160,2826
48830,46976,46976,"2046,2072,2040,2047,2041,2876,2035","1050,1002,1017",,"18614,67953,10640",13143
48831,,10645,"2664,2026","1064,1019",,"61979,5601",8366
48832,,,2035,"1041,1094,1104",,,18733
48833,,,,,,,18736
48834,,,2004,"1041,1094",,,3814
48835,,,,"1032,1089",,"7349,5832",3320
48836,43646,9580,"2080,2040","1002,1010",,"73596,61979",7629
48837,,"52475,52478,52477,52476",,1084,,,18775
48838,"30281,30280",56741,"2023,2035","1032,1041,1116,1027",,10491,8652
48839,52571,52570,2012,"1079,1064,1030",,"8374,65218",17943
48840,"52573,52572",52570,"2072,2008","1022,1016",,,17943
48841,52572,52570,"2012,2008","1021,1094,1013",,,17943
48842,,52570,"2041,2004","1002,1013",,10639,17943
48843,52571,52570,2072,"1010,1024",,,17943
48844,,52726,"2001,2080,2072,2040,2041,2661,2079",,,22783,772
48845,,,2078,1009,,61979,459
48846,,89584,2078,1009,,"26432,4053,61979",459
48847,,,2078,1009,,61979,459
48848,,,2035,"1041,1010,1093",,"10129,19299",6263
48849,,3,2004,"1032,1041",,61979,15751
48850,52641,52641,"2040,2041,2015","1009,1002",,,4
48851,28485,206,"2012,2004",1021,,,"6318,268"
48852,,52536,2004,"2650,1002,1020,1113",,19298,18753
48853,,,2035,"1031,1038",,6206,690
48854,,,,1010,,7479,2028
48855,,,,1032,,,507
48856,52535,52535,2004,"1116,1079",,,"3320,18750"
48857,,,,"1032,1016",,,"3320,18751"
48858,,,,"1032,1016",,,"3320,18752"
48859,51039,124,2002,1009,4666,"10309,61979",77
48860,,,"2072,2876","1041,1017,1097",,"27383,21622",507
48861,"40815,11856",3152,"2072,2026,2070","2726,1075,1019",4664,"14835,23977,6364,61979,72016",18698
48862,"8842,14976",1660,"2080,2072,2040,2070","1015,1019",4664,8374,2744
48863,,,2035,"1089,1041",,7543,3664
48864,,3855,2078,1009,,61979,459
48865,,3856,2078,1009,,61979,459
48866,,52568,2072,1010,,,"18748,18763"
48867,"50571,41528",124,,1032,,63077,"77,3491"
48868,,9637,2014,1027,,,2919
48869,52545,52544,2023,"1002,1026",,,18755
48870,,,"2040,2060","1032,1002,1037",,98,171
48871,,8761,2676,1009,,"78574,61979,4024",1001
48872,,3829,2078,1009,,61979,1001
48873,,8259,2078,1009,,61979,1001
48874,,3829,2078,1009,,"78567,61979",1001
48875,,,2002,"1041,1094,1104",,,"335,288"
48876,,,"2004,2038","1041,1094",,,1962
48877,,2494,2070,"1047,1051,1008,1090",4664,,816
48878,,,2072,"1089,1041",,7543,1962
48879,,,2035,"1041,1017,1093",,66189,1962
48880,,4668,2026,"1019,1049",4664,,3133
48881,"14344,13635,8842,52564",1660,"2040,2015",1002,,6096,2744
48882,,,2004,"1041,1064",,18092,"28,27186"
48883,,,"2035,2004","1041,1094",,"14759,11505,5841",1962
48884,,,"2035,2004,2038","1041,1054,1011",,,1962
48885,,,2072,"1017,1038",,5551,18777
48886,,,"2047,2004,2038","1041,1094,1084",,,1962
48887,,,"2047,2004,2038","1089,1041,1094,1045",,,1962
48888,,,"2035,2004","1089,1041",,"7379,7381,61994",1962
48889,6337,36873,"2001,2002",2145,5497,"62212,4705",23993
48890,,,,1041,,"71212,57181",95
48891,53014,10917,"2046,2057,2082",1035,,"64960,10623",772
48892,,,2078,1009,,61979,1001
48893,9731,52593,"2072,2004,2002","1017,1013","5497,5499","8374,48865",18765
48894,,11291,"2080,2023,2078","2710,1120,1019",4664,"26075,59445,59609","1001,22564,23391"
48895,42166,42166,"2664,2040,2007,2008,2015","1052,1002,1015,1021,1020,1120,1086",,"19528,61979","4,1001"
48896,,,2035,"1041,1064",,,34
48897,,,2015,"1064,1016",,"5679,62097,63163",1466
48898,,,2078,1009,,"78574,61979,19524,26855,96","171,1001,6261"
48899,53018,53018,"2072,2009",1090,,,"2456,18771"
48900,60165,54096,"2072,2060","1032,1041,1030","5498,5499","65328,68117","157,23676,8439,9051,9234"
48901,12102,61707,,"1002,1027",,"18190,14064",4269
48902,"48865,40864",53,2023,"1116,1064",,16968,"7518,964"
